	InChIKey	UniProt	Activity
57269	AZYKTWVZDSATIF-UHFFFAOYSA-N	P08684	Inactive
57270	AGURDZYBVWWEDQ-CVEARBPZSA-N	P08684	Inactive
57271	MBCPVQLLSPBHSA-LTFJCZIQSA-N	P08684	Inactive
57272	CDALZEDNNMGFDS-NTZNESFSSA-N	P08684	Inactive
57273	NBBOYIREVURZMC-IUCAKERBSA-N	P08684	Inactive
57274	UZCMWLOJYKFGQB-ZYDHHDLOSA-N	P08684	Inactive
57275	FSOOYSBDWAMAPZ-OMXJVTLGSA-N	P08684	Inactive
57276	XPGOTJAHXXNWDA-BEVDRBHNSA-N	P08684	Inactive
57277	XKXUUZKFFCNXMC-GDLCADMTSA-N	P08684	Inactive
57278	VDYQMFJKZQAQCI-GDBMZVCRSA-N	P08684	Inactive
57279	AAPVOVKOHNCXJA-SECBINFHSA-N	P08684	Inactive
57280	ALMOMJDOWMBEBN-SECBINFHSA-N	P08684	Inactive
57281	BMKWDKJRIPMWTI-WDEREUQCSA-N	P08684	Inactive
57282	NZUNAWUADGYXNW-LLVKDONJSA-N	P08684	Inactive
57283	XRRVFMYYAGGSJO-SSDOTTSWSA-N	P08684	Inactive
57284	QLKPCYAJUDWGKQ-AWEZNQCLSA-N	P08684	Inactive
57285	GEGCTKNWHQTDCW-MVZIDQBPSA-N	P08684	Inactive
57286	OFGIPLIVUCRGOM-AWEZNQCLSA-N	P08684	Inactive
57287	XEYGDIOMDPUJAN-MHZLTWQESA-N	P08684	Inactive
57288	ALNOZUSBLCRPKG-ZNMIVQPWSA-N	P08684	Inactive
57289	FXTROHGRJTUZJK-INIZCTEOSA-N	P08684	Inactive
57290	KGUQVQPUKGPCQF-LBPRGKRZSA-N	P08684	Inactive
57291	JECYIVDZYGGHOH-JTQLQIEISA-N	P08684	Inactive
57292	MTNHTQZZUUIZKF-CYBMUJFWSA-N	P08684	Inactive
57293	LPYZYGONAYAVEQ-ZDUSSCGKSA-N	P08684	Inactive
57294	AFRHKCUBALGPNX-ZDUSSCGKSA-N	P08684	Inactive
57295	NIRFAJDVQDKCMQ-WUGLTUCPSA-N	P08684	Inactive
57296	AETKQQBRKSELEL-KHPPLWFESA-N	P08684	Inactive
57297	BURAIKRKMDXXHD-JKSUJKDBSA-N	P08684	Inactive
57298	RBGCCCXOAAJQHS-JFIKLWAKSA-N	P08684	Inactive
57299	QRYMAKJRFNRPKN-LLVKDONJSA-N	P08684	Inactive
57300	XNBRTCLPKYZJOR-INARIHLISA-N	P08684	Inactive
57301	RMHDUAVOJMBKRM-BIGNPOOSSA-N	P08684	Inactive
57302	YSOZAHZPGSVKPC-IZNGWIQMSA-N	P08684	Inactive
57303	NWIPKPIMFAWKJE-ZQFNYFPESA-N	P08684	Inactive
57304	VQHYOMIUFSIFSY-MRXNPFEDSA-N	P08684	Inactive
57305	QIFNDTNXPBQPGT-UHFFFAOYSA-N	P08684	Inactive
57306	WTTDZBWUFFBFJV-QFIPXVFZSA-N	P08684	Inactive
57307	NHRUTWPZSPCVEX-HSZRJFAPSA-N	P08684	Inactive
57308	IGAMNLXDXGGARQ-UHFFFAOYSA-N	P08684	Inactive
57309	QXHPLLGFZGYESR-UHFFFAOYSA-N	P08684	Inactive
57310	HHZUZNRCLIAORL-INIZCTEOSA-N	P08684	Inactive
57311	YXDSMVGRANLJMQ-RUZDIDTESA-N	P08684	Inactive
57312	MHTFRPKYOLEGDG-JQPIKURYSA-N	P08684	Inactive
57313	UVNCKUCDEJMPKS-FIXIBIHLSA-N	P08684	Inactive
57314	PUPQCYXVESPHOD-IFFSRLJSSA-N	P08684	Inactive
57315	WTAWGAPJQLZISV-CLWVCHIJSA-N	P08684	Inactive
57316	ZNXUGWNPKPHYLU-JWLIFSNXSA-N	P08684	Inactive
57317	BAHWNFBCNAWEMW-KGNMDHSFSA-N	P08684	Inactive
57318	WPCOPGOEBYZGMO-HZLQZAKSSA-N	P08684	Inactive
57319	QVUUTMGAHHMHQA-AFQYZKHGSA-N	P08684	Inactive
57320	QVUUTMGAHHMHQA-WWTQSMQASA-N	P08684	Inactive
57321	OMLNAHCJDTZPMD-ZYMHBGRDSA-N	P08684	Inactive
57322	RCTQINMBQHWRCE-DJLDLDEBSA-N	P08684	Inactive
57323	RCTQINMBQHWRCE-IWSPIJDZSA-N	P08684	Inactive
57324	HJZHVRIBNUVKQX-YALALIPLSA-N	P08684	Inactive
57325	QSUBRYUSQMVPMZ-YLWPMPOJSA-N	P08684	Inactive
57326	QSMCPLIESYDCMG-KGKMTQNHSA-N	P08684	Inactive
57327	QUURJRODAZDMKX-PCTDNCLQSA-N	P08684	Inactive
57328	SZAKRQHHICHQMJ-HTVPNZQJSA-N	P08684	Inactive
57329	IYIIFDROROEPSE-LSNSKMPZSA-N	P08684	Inactive
57330	PVYPRQQOXYAZOK-SHIOILLKSA-N	P08684	Inactive
57331	HZZGFQQKJOCBJU-VBIAOCTNSA-N	P08684	Inactive
57332	LBDOOMDUIFCAPU-LOTZCKLESA-N	P08684	Inactive
57333	HVWZDJXUTNNVLC-ZXVVBBHZSA-N	P08684	Inactive
57334	ARUVJCBJOZWBGJ-OHXCDUNUSA-N	P08684	Inactive
57335	MBKRDABNWIGZTQ-QPFDMSRVSA-N	P08684	Inactive
57336	QQAZBJYJGWZXIR-BBKAIUBHSA-N	P08684	Inactive
57337	XYFCESQDYQMDNU-OIMFABPRSA-N	P08684	Inactive
57338	MWTCQRUHLHPMAV-PMVDBGLNSA-N	P08684	Inactive
57339	KZAPMFXANJFWBO-GCABQENYSA-N	P08684	Inactive
57340	QCRIWDZYVRHGEB-COTWTFIVSA-N	P08684	Inactive
57341	BGSGDWJKMVQQEV-QBRFEOMBSA-N	P08684	Inactive
57342	FTLDCABHDXBNSD-BXEDAJGDSA-N	P08684	Inactive
57343	QVGJTJGHKZZHRJ-YYJXFOBESA-N	P08684	Inactive
57344	PWCATWAWHLLHOU-ZFXADWNJSA-N	P08684	Inactive
57345	XCHZXDWMILELBM-UQMVFRFSSA-N	P08684	Inactive
57346	MYJVDRFEVRMNKU-CYNROAEGSA-N	P08684	Inactive
57347	BFOZYHCTXSXRBR-VRLWFWOOSA-N	P08684	Inactive
57348	IYQFJRWGCURKTE-BYZVDOSZSA-N	P08684	Inactive
57349	ORZXIBPZUSLODD-XNTXULBXSA-N	P08684	Inactive
57350	CHPMWHILVPKHKX-XZWYKVMUSA-N	P08684	Inactive
57351	QANQHYNPWQXIGR-XEONRPGESA-N	P08684	Inactive
57352	OBGRMNIKKVMVAD-JXHBJDOBSA-N	P08684	Inactive
57353	FKSWUQDKKVHBSZ-XFPLGFATSA-N	P08684	Inactive
57354	KYPIWKDFSWOHAD-DXLINNPPSA-N	P08684	Inactive
57355	BCDMKICJPFLFNK-UUPCYNQPSA-N	P08684	Inactive
57356	HSIYQYAUFFRORW-LYHCGZJPSA-N	P08684	Inactive
57357	KKNNYOHVDNQCAE-DBJIPCMJSA-N	P08684	Inactive
57358	HSVHZOUHWRBQPE-UITUEQRMSA-N	P08684	Inactive
57359	BUYPERNUJUJQLJ-BKTYHLLASA-N	P08684	Inactive
57360	HBPOHOFEDQZIKD-SIGYRIJYSA-N	P08684	Inactive
57361	FOSVASUXRCREGA-MIEXTVLGSA-N	P08684	Inactive
57362	ANGDEWPDGRHWJN-MLEWJZCJSA-N	P08684	Inactive
57363	BRZRNUIHHWVHEX-SCPOFCSQSA-N	P08684	Inactive
57364	NEQDFNMCCBJOHG-VLCBYWEKSA-N	P08684	Inactive
57365	IYRHQKRWPCBLGJ-HPWKVCSFSA-N	P08684	Inactive
57366	BAYCQNHOAMUIBM-LXKONJAMSA-N	P08684	Inactive
57367	CGGDWQNRIQZDRC-BZLDVHPCSA-N	P08684	Inactive
57368	LBPMWOZQACCHKI-HSNMLWKRSA-N	P08684	Inactive
57369	XCTZBHKPMVCQRX-WNVNTQGRSA-N	P08684	Inactive
57370	PMAKRUJEJZDZQO-SFQUDFHCSA-N	P08684	Inactive
57371	KQXSFYAQHUEZEC-SEVCIJKJSA-N	P08684	Inactive
57372	QDXHNMWBUFKVKV-NKAYJWGISA-N	P08684	Inactive
57373	GQLFHUGCTQKRQK-HKPCQWGKSA-N	P08684	Inactive
57374	VUZVOPBXGXQFAY-QQCMELMISA-N	P08684	Inactive
57375	XNUYSHSCXJCTSE-HDQPAIPSSA-N	P08684	Inactive
57376	DUDYVNNSQXNXQW-XXUOIVTNSA-N	P08684	Inactive
57377	JKTOIRNXHNUEEU-ONQHQLRZSA-N	P08684	Inactive
57378	QQZBAFZWBQHDDR-YJPWGRHVSA-N	P08684	Inactive
57379	BDCFDKZVPPLEBE-GLVOIGRSSA-N	P08684	Inactive
57380	HXCSTHZIHWOGEA-HJOGWXRNSA-N	P08684	Inactive
57381	KTBARTGPLSGVLG-DTXPUJKBSA-N	P08684	Inactive
57382	FNULLAUTINORCH-UHFFFAOYSA-N	P08684	Inactive
57383	YEUNEDVFWIZDHD-SRGQYRSWSA-N	P08684	Inactive
57384	DTCFOPQQKNHXNY-WDSKDSINSA-N	P08684	Inactive
57385	DHKUPNXGPLYYHW-YUMQZZPRSA-N	P08684	Inactive
57386	DFDWCNWYFBIXGM-BDTQGIJQSA-N	P08684	Inactive
57387	VAVJWDOWMXYQFM-CWHGNCJQSA-N	P08684	Inactive
57388	UNZKGGQDOMDFMB-KWKBKKAHSA-N	P08684	Inactive
57389	BJMMIBRPMVVPHK-JQWIXIFHSA-N	P08684	Inactive
57390	YLSCUAOVAFPKBV-OTUPLLGVSA-N	P08684	Inactive
57391	XOKIWDFQUVKLOL-YRNUAIPISA-N	P08684	Inactive
57392	GKFXDYKSKBKXTA-KHTCFXRASA-N	P08684	Inactive
57393	SIDXMBIQURSRPS-FECYFJFNSA-N	P08684	Inactive
57394	ITNZVBUKMJNBTI-KLHDSHLOSA-N	P08684	Inactive
57395	HQLIFRBLGREISC-MROQNXINSA-N	P08684	Inactive
57396	RUSMFTAJZNEMBJ-VLXRUHNZSA-N	P08684	Inactive
57397	LZPZWVDNMCFDAK-MNJUVBCESA-N	P08684	Inactive
57398	FMHCXROILBDNAE-LXTVHRRPSA-N	P08684	Inactive
57399	TVBDZXNQSRTUEA-MKOMRTEQSA-N	P08684	Inactive
57400	NIQTWPJYNIPLGQ-XHNLUEPASA-N	P08684	Inactive
57401	CQMHQJVYEOTCRY-QKTGQVLHSA-N	P08684	Inactive
57402	KOGICAUICXLLQT-UOVPBQLFSA-N	P08684	Inactive
57403	HRMYXPATDGBFBW-HYPNHYORSA-N	P08684	Inactive
57404	BBBADAQSTKYQGG-FMYDZJLYSA-N	P08684	Inactive
57405	BBBADAQSTKYQGG-IQMBLSKPSA-N	P08684	Inactive
57406	HRMYXPATDGBFBW-SPNSMSGKSA-N	P08684	Inactive
57407	VLVLYRHNEYKYSW-FRLKIUNWSA-N	P08684	Inactive
57408	FZLFAJLXDXIQDX-RAHXULFJSA-N	P08684	Inactive
57409	FZLFAJLXDXIQDX-OOSZZEIASA-N	P08684	Inactive
57410	SUVFFXSJMDUZDY-BFTCHMJZSA-N	P08684	Inactive
57411	LWTDKVRPYWXGBM-ZRCFQNGISA-N	P08684	Inactive
57412	SUVFFXSJMDUZDY-QKJPZBSTSA-N	P08684	Inactive
57413	LWDPMOSNANKXAG-NNPYRWJFSA-N	P08684	Inactive
57414	AHIWJYKDBBBJDM-FDDNVAOGSA-N	P08684	Inactive
57415	LWDPMOSNANKXAG-VREFTYSFSA-N	P08684	Inactive
57416	SUVFFXSJMDUZDY-MLETYJTISA-N	P08684	Inactive
57417	NDMZHZXJCWIFEN-LLGMXVFDSA-N	P08684	Inactive
57418	DKHCCBONIYZDEF-YSLOFYHPSA-N	P08684	Inactive
57419	FVHUOHJFRQCFMX-LPCPZKKJSA-N	P08684	Inactive
57420	WYJYKKTVOGEOTF-HDBIUNITSA-N	P08684	Inactive
57421	XQACXGTXNMOOOQ-KNCPDKFYSA-N	P08684	Inactive
57422	ZEFQKTXWWPFPHM-MQGIEYKGSA-N	P08684	Inactive
57423	XHGSXZXWBLXYTP-GFXBQONCSA-N	P08684	Inactive
57424	KNMMSRXSBJUKBY-HOPMSOHBSA-N	P08684	Inactive
57425	UXFGDHMMNCODGO-IYLFNAGXSA-N	P08684	Inactive
57426	YMMZNHJLDTYKIO-RNSVSHNXSA-N	P08684	Inactive
57427	WEIBXJAHDOYEPP-IGQOVBAYSA-N	P08684	Inactive
57428	JCMPDFWMPUSKDF-VAFQMXCQSA-N	P08684	Inactive
57429	NULFXNYRJYPFQC-CFNNURQSSA-N	P08684	Inactive
57430	JCMPDFWMPUSKDF-PWDGOWMUSA-N	P08684	Inactive
57431	AOMFZMKHFOCBRU-IKOXMDCHSA-N	P08684	Inactive
57432	NULFXNYRJYPFQC-ZUQHXKQRSA-N	P08684	Inactive
57433	RBDFTCPQVXLSOL-NZCMDVRVSA-N	P08684	Inactive
57434	HHEXKUYCUJXZBF-AXVLYNTPSA-N	P08684	Inactive
57435	UHCJVMWIBNKWAK-USGHHNECSA-N	P08684	Inactive
57436	UHCJVMWIBNKWAK-FBWDODNZSA-N	P08684	Inactive
57437	WDHLGTXJXNVQOL-AEYOOFOCSA-N	P08684	Inactive
57438	SUVFFXSJMDUZDY-PSAJBUDPSA-N	P08684	Inactive
57439	DKXGITUGYFJCOG-CICZEOOLSA-N	P08684	Inactive
57440	LWDPMOSNANKXAG-GOXPSAPBSA-N	P08684	Inactive
57441	AHIWJYKDBBBJDM-JSJXAINYSA-N	P08684	Inactive
57442	AHIWJYKDBBBJDM-XRCCKWKSSA-N	P08684	Inactive
57443	XWWBVVBSGQSUTO-MYLJYYRWSA-N	P08684	Inactive
57444	GKKIPFMPCBTSQL-NBOOZHPXSA-N	P08684	Inactive
57445	DWYKDQZHOOPEGH-DTTBIUFHSA-N	P08684	Inactive
57446	CKGNPKQTHORKOH-DIBNNSDPSA-N	P08684	Inactive
57447	QJWFFIANGJIMFM-RLIRKOKJSA-N	P08684	Inactive
57448	WTADQMHPNSKKCZ-LIVTXRDHSA-N	P08684	Inactive
57449	CXCPGYBADNWGDL-XKNYDFJKSA-N	P08684	Inactive
57450	MSXOTBYEAAYXMV-ACVHAELFSA-N	P08684	Inactive
57451	KBHPPKYRDDJVFM-NCVHIBIJSA-N	P08684	Inactive
57452	HHEXKUYCUJXZBF-TWBPDNOLSA-N	P08684	Inactive
57453	MPLFVRVLIXNRPH-HMDCTGQHSA-N	P08684	Inactive
57454	NBTXGNAABMFTFR-NVXWUHKLSA-N	P08684	Inactive
57455	VVERGBRUOYMFMJ-ZFWWWQNUSA-N	P08684	Inactive
57456	PATRFTSODBAIGN-GDPRMGEGSA-N	P08684	Inactive
57457	XGWLAZOQYWECIR-JTQLQIEISA-N	P08684	Inactive
57458	SJJDXHPHLJWINE-WOPDTQHZSA-N	P08684	Inactive
57459	QEJKXDIZFJLSKK-ZKKRXERASA-N	P08684	Inactive
57460	OWZIAVBZADURFF-ZDUSSCGKSA-N	P08684	Inactive
57461	NLSWTORGLXVICM-KKUMJFAQSA-N	P08684	Inactive
57462	FMQOPDYVNCVVTD-UHFFFAOYSA-N	P08684	Inactive
57463	XTLVEAFDMSTSJU-UHFFFAOYSA-N	P08684	Inactive
57464	NBUNQZCEDIIGOF-UHFFFAOYSA-N	P08684	Inactive
57465	OKYUJZQDBSZTCU-UHFFFAOYSA-N	P08684	Inactive
57466	KIVSYHUCLJAPLB-UHFFFAOYSA-N	P08684	Inactive
57467	WZNOYEYUHXNTHD-UFWORHAWSA-N	P08684	Inactive
57468	HZZRLZVRWHOAEX-UHFFFAOYSA-N	P08684	Inactive
57469	IQWGQXDBNMOLSF-UHFFFAOYSA-N	P08684	Inactive
57470	BKPISNOVXQINQT-PDGQHHTCSA-N	P08684	Inactive
57471	UVAOBHSWJTXPCD-UHFFFAOYSA-N	P08684	Inactive
57472	HDKJWBGZQNXYJJ-XZDBPOMRSA-N	P08684	Inactive
57473	ASZAIMWKUMRMNW-UHFFFAOYSA-N	P08684	Inactive
57474	DIEHKEGWHSKJJZ-UHFFFAOYSA-N	P08684	Inactive
57475	CJGRKARUBGHXHK-NMQAQMFOSA-N	P08684	Inactive
57476	DAICCKGNORJWMS-UXBLZVDNSA-N	P08684	Inactive
57477	VZDLQAUCOBACLS-UHFFFAOYSA-N	P08684	Inactive
57478	BZJRHGCXHGIZDB-XQRVVYSFSA-N	P08684	Inactive
57479	JQUWCJPNSYGTEW-UHFFFAOYSA-N	P08684	Inactive
57480	VHDKFEVVWUENKR-UHFFFAOYSA-N	P08684	Inactive
57481	RFMRUPFWCHYBTJ-FMIVXFBMSA-N	P08684	Inactive
57482	OEQUYEPUISUVMJ-VCHYOVAHSA-N	P08684	Inactive
57483	FCLVNKXOEPWSHL-NBVRZTHBSA-N	P08684	Inactive
57484	GEPXYAJYGTXUOQ-UHFFFAOYSA-N	P08684	Inactive
57485	XHLVCNKHMYDQAN-UHFFFAOYSA-N	P08684	Inactive
57486	KUWWYTYTAZODEZ-UHFFFAOYSA-N	P08684	Inactive
57487	PLIVQOBEHAUGLU-UHFFFAOYSA-N	P08684	Inactive
57488	XYSYRXOJSOXZPT-UHFFFAOYSA-N	P08684	Inactive
57489	JGXQMNJFMJIQGL-UHFFFAOYSA-N	P08684	Inactive
57490	IRTDEDTUPFTRPS-UHFFFAOYSA-N	P08684	Inactive
57491	XQGYZAXDYGLKFO-UHFFFAOYSA-N	P08684	Inactive
57492	COBBHAGEVJOWSY-FMIVXFBMSA-N	P08684	Inactive
57493	SCNLBENVNUGTGE-DEDYPNTBSA-N	P08684	Inactive
57494	PMYKNBWAXVYERX-UHFFFAOYSA-N	P08684	Inactive
57495	OUWDCLZGWFYYQH-UHFFFAOYSA-N	P08684	Inactive
57496	RXLKBDRAIQZUET-UHFFFAOYSA-N	P08684	Inactive
57497	QJWHFNQZBOSUCM-UHFFFAOYSA-N	P08684	Inactive
57498	LMCLWHPIGZAFTN-UHFFFAOYSA-N	P08684	Inactive
57499	NWEQEDOHGVIEDI-LDADJPATSA-N	P08684	Inactive
57500	VZVXFHISDRFKJW-DKABEWEPSA-N	P08684	Inactive
57501	KCVYFLQOWFQYSK-JMFBPXTISA-N	P08684	Inactive
57502	SZFDNRMZJMHRQQ-UHFFFAOYSA-N	P08684	Inactive
57503	WKCJJIMAVFEMID-UHFFFAOYSA-N	P08684	Inactive
57504	LRJDLCKRCUUZDK-UHFFFAOYSA-N	P08684	Inactive
57505	HHBZKTRVGGHTDQ-UHFFFAOYSA-N	P08684	Inactive
57506	OUAKQURBDCXSHB-UHFFFAOYSA-N	P08684	Inactive
57507	KGDBISFHJWFPPG-UHFFFAOYSA-N	P08684	Inactive
57508	PXWNXODGPYQZET-UHFFFAOYSA-N	P08684	Inactive
57509	IDUULWUKMLKUDN-UHFFFAOYSA-N	P08684	Inactive
57510	FPTRIRLZNAUFJZ-UHFFFAOYSA-N	P08684	Inactive
57511	RLTSHGJKSHIZCM-UHFFFAOYSA-N	P08684	Inactive
57512	QESGNZQQXHOVHR-UHFFFAOYSA-N	P08684	Inactive
57513	IPTGRSACOGFTEC-UHFFFAOYSA-N	P08684	Inactive
57514	AVPVNBULTJUSJF-SOFGYWHQSA-N	P08684	Inactive
57515	NNDMYIUFZWOKBY-UHFFFAOYSA-N	P08684	Inactive
57516	QFNOALBMEJDQKY-UHFFFAOYSA-N	P08684	Inactive
57517	BBHGOGWYKOOQFU-UHFFFAOYSA-N	P08684	Inactive
57518	ARMODUMADBVIPT-UHFFFAOYSA-N	P08684	Inactive
57519	VCELNCUAXSXQGI-LGJNPRDNSA-N	P08684	Inactive
57520	ORMHGBWKGUZWPN-UHFFFAOYSA-N	P08684	Inactive
57521	LOHDSZROVNJVOB-UHFFFAOYSA-N	P08684	Inactive
57522	QVAVAXFGIGDMCS-UHFFFAOYSA-N	P08684	Inactive
57523	QXPLTVAEUPLTJT-UHFFFAOYSA-N	P08684	Inactive
57524	VZSJOCLGTBRCDQ-UXBLZVDNSA-N	P08684	Inactive
57525	CYELZBNAKRZZAW-UHFFFAOYSA-N	P08684	Inactive
57526	WJXCQZORJATLNT-UHFFFAOYSA-N	P08684	Inactive
57527	PVYQODCQLOJHKG-UHFFFAOYSA-N	P08684	Inactive
57528	QMZQCDJTQSQHRA-UHFFFAOYSA-N	P08684	Inactive
57529	QIUXKGAQDNVCKQ-NTMALXAHSA-N	P08684	Inactive
57530	NPDUQDGSIXFSEF-UHFFFAOYSA-N	P08684	Inactive
57531	WEMXVIQAAMOYIE-UHFFFAOYSA-N	P08684	Inactive
57532	BMCGMJYOCVEJAB-WJDWOHSUSA-N	P08684	Inactive
57533	SAEXAGLOSRZIEY-UHFFFAOYSA-N	P08684	Inactive
57534	WDRHCOWTQXVDMV-DZOOLQPHSA-M	P08684	Inactive
57535	WZMPHVIEYVVAIG-UHFFFAOYSA-N	P08684	Inactive
57536	AUSNOHVBJLPVPE-UHFFFAOYSA-N	P08684	Inactive
57537	IAXUCJTWIASDPM-UHFFFAOYSA-N	P08684	Inactive
57538	RJJPDKWWEKHSDV-UHFFFAOYSA-N	P08684	Inactive
57539	YSECPEMCPVSRFA-IZZDOVSWSA-N	P08684	Inactive
57540	YFEXIWZEMKUNSS-UHFFFAOYSA-N	P08684	Inactive
57541	JGBSDGVWGWUGED-UHFFFAOYSA-N	P08684	Inactive
57542	MUNZOSQRJHMWSO-UHFFFAOYSA-N	P08684	Inactive
57543	RUWZPKOLIFBKTA-UHFFFAOYSA-N	P08684	Inactive
57544	DFVYHLSGGPKYEL-QPJJXVBHSA-N	P08684	Inactive
57545	SXUBNRPBRXDJNF-ZHACJKMWSA-N	P08684	Inactive
57546	UVLLVTZTKIDMKA-UHFFFAOYSA-N	P08684	Inactive
57547	IDSGYWPTICJOGF-UHFFFAOYSA-N	P08684	Inactive
57548	BDNWBWVHRQQBLX-UHFFFAOYSA-N	P08684	Inactive
57549	JODPVHLKQIOIIW-UHFFFAOYSA-N	P08684	Inactive
57550	IXUQUZXFSJGBDN-UHFFFAOYSA-N	P08684	Inactive
57551	SEZGQWZDAFYNQP-UHFFFAOYSA-N	P08684	Inactive
57552	DYBJLCHNPQULLJ-UHFFFAOYSA-N	P08684	Inactive
57553	NBOVYESWDPHPIV-UHFFFAOYSA-N	P08684	Inactive
57554	YQPRQHWSJCZQCF-CAPFRKAQSA-N	P08684	Inactive
57555	MPVJIYIIVIHOMK-BGZVTZOUSA-N	P08684	Inactive
57556	RUAWVULWPTYWLK-UHFFFAOYSA-N	P08684	Inactive
57557	FYVVOTOBEZRWRG-UHFFFAOYSA-N	P08684	Inactive
57558	VQZSRUVSNOEJHB-UHFFFAOYSA-N	P08684	Inactive
57559	GUMUTRKQFWRANF-UHFFFAOYSA-N	P08684	Inactive
57560	ILWLJZXXVLKWIL-CIAFOILYSA-N	P08684	Inactive
57561	NOPZQCPXWHJBOH-UHFFFAOYSA-N	P08684	Inactive
57562	FQXABAQOMCATPV-UHFFFAOYSA-N	P08684	Inactive
57563	IEKTVSQDBQUXRL-DHDCSXOGSA-N	P08684	Inactive
57564	MQSUGCCXIDYNKN-UHFFFAOYSA-N	P08684	Inactive
57565	CDDCAFVGKIIDPG-UHFFFAOYSA-N	P08684	Inactive
57566	HDMHDKFBAYGUHV-SOFGYWHQSA-N	P08684	Inactive
57567	RSOVEXHEJLZMQS-UXBLZVDNSA-N	P08684	Inactive
57568	GJPJCLVSUVWDFH-RQZCQDPDSA-N	P08684	Inactive
57569	ZIQLXOPBGRCESA-UHFFFAOYSA-N	P08684	Inactive
57570	QVKIOAOYTMVPNK-CMDGGOBGSA-N	P08684	Inactive
57571	PFFHRBUTQAWNFN-UHFFFAOYSA-N	P08684	Inactive
57572	JRNOQJPYZMIZOV-UHFFFAOYSA-N	P08684	Inactive
57573	UBFDPSJXRBXJRY-LZYBPNLTSA-N	P08684	Inactive
57574	NWKIINIRSGRGGA-UHFFFAOYSA-N	P08684	Inactive
57575	KBRZXDDDZQCSCA-UHFFFAOYSA-N	P08684	Inactive
57576	QKECQVKVJSAPKO-UHFFFAOYSA-N	P08684	Inactive
57577	VPMBMFYJJPEBKS-UHFFFAOYSA-N	P08684	Inactive
57578	CTVRLZIPYHTHEJ-UHFFFAOYSA-N	P08684	Inactive
57579	ALPDIYKVYDGADH-CXUHLZMHSA-N	P08684	Inactive
57580	HMUJAJFPSMVABO-UHFFFAOYSA-N	P08684	Inactive
57581	SIOFOPFDSHAMPE-UHFFFAOYSA-N	P08684	Inactive
57582	ZWLIOLNWONUVEB-UHFFFAOYSA-N	P08684	Inactive
57583	QOTGFHAYPXIOHQ-GHXNOFRVSA-N	P08684	Inactive
57584	OZGSOKDOBADRDJ-UHFFFAOYSA-N	P08684	Inactive
57585	HPHDTWLWSVEYPJ-UHFFFAOYSA-N	P08684	Inactive
57586	WOSXBMOLFLCTPL-DHZHZOJOSA-N	P08684	Inactive
57587	WITPFSZCOHWXSQ-UHFFFAOYSA-N	P08684	Inactive
57588	ZUUNJWYRTBKLHE-UHFFFAOYSA-N	P08684	Inactive
57589	YTSCVULCCGBGKR-UHFFFAOYSA-N	P08684	Inactive
57590	NBQUAKXLTFLOAI-UHFFFAOYSA-N	P08684	Inactive
57591	SENUAKQSNZVLEG-UHFFFAOYSA-N	P08684	Inactive
57592	FYVLIQFAXZCRGN-YZSQISJMSA-N	P08684	Inactive
57593	VWGIXGPGSIBJLQ-UHFFFAOYSA-N	P08684	Inactive
57594	GIJCDLWVQKOOTC-UHFFFAOYSA-N	P08684	Inactive
57595	JKKTVHLWFRICPK-UHFFFAOYSA-N	P08684	Inactive
57596	PUDSSWYITANFLN-DHZHZOJOSA-N	P08684	Inactive
57597	AKNOKLYPXHYXNV-UHFFFAOYSA-N	P08684	Inactive
57598	OVPSTOSTDJDZED-UHFFFAOYSA-N	P08684	Inactive
57599	BDWJQTNJPVRXKT-UHFFFAOYSA-N	P08684	Inactive
57600	PQDBIJLVENKPBL-UHFFFAOYSA-N	P08684	Inactive
57601	PFDOFIAJRUIUIH-UHFFFAOYSA-N	P08684	Inactive
57602	OORLUFBHFYYATC-UHFFFAOYSA-N	P08684	Inactive
57603	XBOZTIIMNYBNSZ-UHFFFAOYSA-N	P08684	Inactive
57604	ABZIHPOQAJFNOC-UHFFFAOYSA-N	P08684	Inactive
57605	WGVJRSDANQSQQC-YYDJUVGSSA-N	P08684	Inactive
57606	SGPFOQDTPIYOFM-UHFFFAOYSA-N	P08684	Inactive
57607	IXGQAIRMONSNRD-UHFFFAOYSA-N	P08684	Inactive
57608	OWAJMROHTFWTPH-UHFFFAOYSA-N	P08684	Inactive
57609	KJYZBASWFCQAEB-WJDWOHSUSA-N	P08684	Inactive
57610	KZGFTHLEXQOXDA-FMIVXFBMSA-N	P08684	Inactive
57611	CCPUKZMNRSCEHN-UHFFFAOYSA-N	P08684	Inactive
57612	UDKLBQULCJTEOC-UHFFFAOYSA-N	P08684	Inactive
57613	VCBJLGXHPJFFNI-UHFFFAOYSA-N	P08684	Inactive
57614	QDCFAVGZLAOJBQ-UHFFFAOYSA-N	P08684	Inactive
57615	WKRFWFMOIVVSTK-UHFFFAOYSA-N	P08684	Inactive
57616	ZNIINPDYRYUJNN-CMDGGOBGSA-N	P08684	Inactive
57617	OCSKDUOZZKXBRI-UHFFFAOYSA-N	P08684	Inactive
57618	ZBWHAOGELBFEFX-UHFFFAOYSA-N	P08684	Inactive
57619	BMLRTFXQKZQZPB-UHFFFAOYSA-N	P08684	Inactive
57620	CDHOPEXNCHBTNT-UHFFFAOYSA-N	P08684	Inactive
57621	XRCUVMHEQPENRU-VOTSOKGWSA-N	P08684	Inactive
